Date,Category,Item,SalesQuantity,Price
2023-08-21,Accessories,Scarves,95,86.25
2023-12-08,Formal Wear,Suits,64,172.76
2024-03-26,Formal Wear,Dress Shirts,79,112.26
2023-10-14,Casual Wear,Shorts,40,29.25
2024-06-12,Accessories,Bags,82,87.15
2024-03-23,Accessories,Hat,82,45.38
2024-06-03,Formal Wear,Suits,34,172.64
2024-05-25,Formal Wear,Dress Shirts,44,163.12
2024-04-21,Formal Wear,Suits,22,71.32
2024-04-08,Casual Wear,Jeans,75,69.0
2024-03-12,Accessories,Scarves,97,116.39
2024-01-10,Casual Wear,Hoodie,80,142.17
2024-04-15,Casual Wear,T-Shirts,12,145.22
2024-05-12,Accessories,Hat,34,37.7
2024-01-12,Formal Wear,Trousers,46,85.38
2023-07-10,Formal Wear,Suits,95,164.77
2023-12-27,Formal Wear,Trousers,73,194.44
2023-10-03,Formal Wear,Suits,57,166.97
2024-03-01,Casual Wear,Jeans,86,198.61
2023-09-19,Casual Wear,Hoodie,29,168.32
2023-07-30,Casual Wear,Jeans,29,93.67
2023-10-19,Casual Wear,Jeans,2,66.39
2023-12-22,Casual Wear,Hoodie,57,88.76
2023-08-24,Accessories,Hats,53,45.35
2023-10-30,Accessories,Hat,81,119.34
2024-04-05,Formal Wear,Trousers,34,144.28
2023-08-26,Formal Wear,Dress Shirts,56,80.34
2024-03-05,Casual Wear,Shorts,70,77.84
2024-03-31,Accessories,Hats,42,173.39
2023-06-29,Accessories,Hats,69,120.0
2024-02-02,Casual Wear,Hoodie,69,69.56
2023-11-08,Accessories,Hats,93,76.19
2024-03-26,Accessories,Hats,60,61.14
2023-07-16,Casual Wear,Hoodie,80,93.2
2023-09-28,Accessories,Hat,9,191.1
2023-11-29,Casual Wear,T-Shirts,72,95.21
2023-07-30,Accessories,Bags,45,100.56
2024-01-19,Accessories,Hats,9,139.58
2024-01-17,Casual Wear,Shorts,73,57.88
2024-01-06,Accessories,Bags,92,123.57
2023-10-21,Formal Wear,Trousers,98,189.12
2023-11-21,Formal Wear,Suits,85,95.9
2024-06-13,Accessories,Scarves,43,54.19
2023-12-11,Accessories,Hat,19,155.6
2023-07-17,Accessories,Scarves,1,194.47
2023-06-29,Casual Wear,Shorts,76,32.74
2024-01-17,Casual Wear,T-Shirts,68,88.61
2024-01-19,Casual Wear,Jeans,32,196.16
2023-08-14,Casual Wear,Jeans,4,133.39
2024-05-23,Formal Wear,Trousers,16,73.04
2024-05-15,Casual Wear,Hoodie,74,143.18
2023-09-14,Accessories,Hat,53,82.45
2024-05-30,Formal Wear,Suits,44,44.77
2024-02-24,Formal Wear,Dress Shirts,23,144.38
2024-05-17,Formal Wear,Dress Shirts,12,45.07
2023-07-22,Formal Wear,Suits,30,76.73
2024-03-24,Accessories,Bags,44,95.83
2024-01-29,Casual Wear,Shorts,3,177.07
2024-05-20,Casual Wear,T-Shirts,88,80.9
2024-04-19,Casual Wear,T-Shirts,68,12.39
2023-06-25,Formal Wear,Dress Shirts,40,15.25
2023-12-09,Accessories,Scarves,9,191.59
2024-05-24,Casual Wear,Hoodie,24,111.69
2024-04-13,Formal Wear,Suits,88,183.4
2024-01-07,Accessories,Scarves,74,43.62
2023-10-09,Formal Wear,Trousers,99,43.72
2023-07-17,Casual Wear,Hoodie,4,128.2
2023-12-06,Accessories,Bags,40,187.66
2024-06-12,Casual Wear,Shorts,88,44.28
2023-11-07,Accessories,Hats,13,104.55
2023-12-10,Accessories,Hats,79,184.8
2023-06-20,Formal Wear,Trousers,71,168.04
2024-05-14,Formal Wear,Suits,86,115.35
2023-10-16,Formal Wear,Suits,47,36.86
2024-01-06,Formal Wear,Suits,52,17.9
2024-02-08,Casual Wear,Hoodie,85,144.45
2024-03-16,Accessories,Bags,67,27.28
2024-05-10,Accessories,Scarves,68,116.97
2023-08-01,Accessories,Hat,97,113.81
2024-03-21,Casual Wear,Shorts,42,35.74
2023-11-09,Casual Wear,Shorts,81,91.0
2023-08-23,Formal Wear,Dress Shirts,11,103.19
2024-05-10,Formal Wear,Suits,42,116.64
2023-12-30,Accessories,Hat,40,104.55
2023-06-18,Formal Wear,Trousers,90,20.47
2024-05-24,Casual Wear,Jeans,12,68.35
2023-11-29,Accessories,Hats,83,69.59
2024-01-11,Casual Wear,T-Shirts,7,193.69
2023-10-17,Formal Wear,Suits,46,193.2
2023-08-14,Casual Wear,Hoodie,95,106.59
2023-07-23,Casual Wear,Shorts,88,142.84
2023-08-05,Casual Wear,T-Shirts,59,190.49
2024-04-15,Casual Wear,Shorts,10,145.67
2023-08-13,Formal Wear,Suits,74,131.68
2024-03-01,Casual Wear,T-Shirts,49,49.15
2023-08-21,Accessories,Bags,38,10.9
2024-03-16,Casual Wear,Shorts,23,197.55
2023-09-19,Casual Wear,Shorts,52,18.5
2024-04-14,Casual Wear,Jeans,80,137.02
2023-12-09,Formal Wear,Trousers,74,144.93
2023-08-12,Accessories,Scarves,27,188.65
2023-08-08,Accessories,Scarves,53,141.15
2023-09-08,Formal Wear,Dress Shirts,49,62.84
2023-09-11,Casual Wear,Hoodie,33,124.02
2023-12-14,Accessories,Hat,6,142.24
2024-06-02,Formal Wear,Suits,85,141.0
2023-06-24,Casual Wear,T-Shirts,15,40.2
2023-08-18,Formal Wear,Suits,24,112.02
2024-02-23,Casual Wear,Shorts,88,145.85
2024-04-25,Accessories,Hat,37,111.89
2023-12-07,Formal Wear,Trousers,34,30.61
2024-04-29,Casual Wear,Hoodie,26,190.54
2024-05-11,Accessories,Hat,26,34.15
2024-04-15,Casual Wear,Hoodie,62,30.78
2023-10-21,Casual Wear,T-Shirts,50,45.05
2024-03-30,Accessories,Bags,31,92.83
2023-06-19,Formal Wear,Dress Shirts,95,37.12
2023-07-23,Accessories,Bags,85,187.39
2023-09-03,Casual Wear,Jeans,93,70.41
2023-10-23,Accessories,Bags,20,74.86
2023-09-27,Formal Wear,Suits,45,97.79
2023-09-15,Accessories,Bags,51,82.21
2023-10-18,Formal Wear,Trousers,9,52.79
2023-12-11,Accessories,Hats,43,135.02
2023-06-23,Formal Wear,Suits,57,23.18
2023-11-20,Casual Wear,Shorts,72,40.61
2024-05-17,Accessories,Scarves,8,31.16
2023-12-21,Casual Wear,Hoodie,67,111.51
2023-06-24,Accessories,Hats,93,187.23
2024-02-22,Formal Wear,Suits,19,181.29
2024-04-29,Accessories,Hats,1,82.43
2024-02-10,Accessories,Bags,50,156.05
2023-09-09,Casual Wear,Jeans,98,129.37
2024-03-09,Accessories,Bags,3,133.28
2023-12-14,Formal Wear,Trousers,83,83.35
2024-05-14,Accessories,Hat,58,182.95
2023-12-21,Casual Wear,Hoodie,79,57.51
2023-11-19,Accessories,Hat,62,184.69
2023-11-18,Casual Wear,Hoodie,69,177.09
2024-04-29,Casual Wear,Jeans,37,131.05
2024-04-28,Casual Wear,Hoodie,33,177.57
2023-09-18,Formal Wear,Trousers,3,92.03
2024-05-19,Formal Wear,Suits,6,97.39
2023-12-20,Accessories,Hats,52,33.75
2023-12-04,Accessories,Scarves,27,188.96
2024-04-17,Formal Wear,Dress Shirts,59,149.36
2024-01-14,Formal Wear,Dress Shirts,60,79.08
2024-05-01,Formal Wear,Trousers,52,35.29
2024-04-04,Accessories,Hats,32,51.22
2024-04-14,Casual Wear,Jeans,94,135.27
2024-02-06,Accessories,Scarves,60,114.16
2023-08-26,Formal Wear,Dress Shirts,83,68.31
2023-10-26,Formal Wear,Suits,61,30.64
2023-08-05,Accessories,Hat,39,181.89
2023-10-17,Accessories,Hat,7,47.89
2024-02-16,Formal Wear,Trousers,21,135.33
2024-05-14,Accessories,Hat,24,189.21
2023-08-19,Casual Wear,Jeans,50,117.8
2024-03-26,Casual Wear,Shorts,96,139.32
2023-11-26,Casual Wear,Hoodie,74,158.55
2023-09-11,Casual Wear,Jeans,53,70.13
2024-05-23,Casual Wear,Jeans,98,186.94
2023-08-16,Formal Wear,Trousers,98,126.34
2024-04-27,Accessories,Bags,87,28.44
2024-03-09,Casual Wear,T-Shirts,3,11.65
2023-10-20,Casual Wear,Shorts,12,69.53
2024-05-20,Formal Wear,Suits,96,38.61
2023-12-10,Casual Wear,Shorts,9,78.96
2024-01-22,Formal Wear,Trousers,58,100.27
2024-04-30,Accessories,Hats,38,67.62
2024-02-24,Accessories,Hats,20,41.02
2023-10-03,Casual Wear,Hoodie,21,116.72
2024-05-08,Accessories,Hat,90,196.83
2024-06-06,Accessories,Hats,15,136.14
2023-10-11,Casual Wear,Hoodie,13,153.58
2023-09-05,Casual Wear,Hoodie,61,82.08
2024-05-14,Casual Wear,T-Shirts,76,140.74
2023-11-28,Formal Wear,Dress Shirts,75,118.66
2023-09-27,Formal Wear,Suits,63,189.85
2024-04-28,Accessories,Scarves,44,197.68
2023-08-19,Formal Wear,Suits,23,35.64
2024-01-16,Formal Wear,Trousers,51,184.19
2023-11-27,Casual Wear,Jeans,82,70.93
2024-04-25,Accessories,Bags,46,124.53
2024-03-08,Formal Wear,Suits,80,179.3
2024-02-20,Formal Wear,Suits,47,171.74
2024-01-01,Casual Wear,Shorts,67,181.81
2023-08-05,Casual Wear,Hoodie,41,182.11
2024-02-23,Casual Wear,Jeans,90,68.26
2024-03-08,Formal Wear,Dress Shirts,44,17.69
2024-04-09,Accessories,Hat,85,25.25
2023-12-04,Accessories,Bags,17,175.69
2023-08-14,Accessories,Bags,95,118.99
2023-12-14,Formal Wear,Dress Shirts,26,181.86
2023-10-03,Formal Wear,Dress Shirts,5,142.1
2023-06-19,Formal Wear,Trousers,49,73.77
2024-01-11,Accessories,Hat,53,144.38
2023-11-14,Casual Wear,Shorts,93,59.7
2023-12-08,Casual Wear,Hoodie,37,60.67
2024-02-28,Formal Wear,Trousers,11,163.04
2024-01-26,Formal Wear,Trousers,15,14.37
2024-03-17,Casual Wear,T-Shirts,32,24.14
2023-11-12,Formal Wear,Suits,20,118.66
2024-04-15,Casual Wear,T-Shirts,10,11.83
2024-03-31,Casual Wear,Shorts,80,23.37
2023-08-30,Accessories,Hat,81,175.95
2024-04-12,Accessories,Bags,79,33.18
2023-11-21,Accessories,Hats,26,184.42
2023-09-30,Casual Wear,Jeans,12,146.47
2023-11-06,Casual Wear,T-Shirts,56,160.4
2023-09-09,Casual Wear,Jeans,7,146.23
2023-10-30,Formal Wear,Dress Shirts,81,110.57
2023-12-21,Formal Wear,Suits,91,197.71
2023-12-20,Accessories,Hats,61,64.73
2024-01-04,Accessories,Bags,57,45.14
2023-12-06,Casual Wear,T-Shirts,23,195.1
2024-03-10,Formal Wear,Suits,70,119.33
2023-08-05,Casual Wear,T-Shirts,90,154.72
2023-08-16,Casual Wear,Jeans,42,153.69
2024-01-11,Casual Wear,Jeans,51,130.71
2024-01-28,Accessories,Scarves,77,88.33
2024-01-04,Accessories,Scarves,28,91.04
2023-07-21,Formal Wear,Trousers,31,110.8
2023-06-24,Accessories,Scarves,37,153.32
2023-09-19,Casual Wear,T-Shirts,9,103.85
2024-01-01,Accessories,Bags,80,153.57
2023-10-03,Formal Wear,Suits,87,155.24
2024-02-20,Accessories,Hat,2,195.66
2023-09-07,Accessories,Bags,41,121.75
2024-03-02,Formal Wear,Trousers,88,125.05
2024-01-14,Casual Wear,Shorts,94,169.55
2023-10-03,Formal Wear,Dress Shirts,96,164.08
2024-05-30,Formal Wear,Dress Shirts,39,155.05
2024-02-28,Formal Wear,Trousers,96,46.15
2024-05-12,Accessories,Hats,6,141.26
2024-03-01,Formal Wear,Dress Shirts,60,71.63
2024-06-07,Formal Wear,Dress Shirts,60,95.91
2024-03-21,Casual Wear,Hoodie,54,190.43
2024-06-06,Casual Wear,Shorts,49,198.05
2023-09-21,Accessories,Hats,52,79.48
2024-03-12,Formal Wear,Trousers,23,38.7
2023-11-25,Casual Wear,Jeans,13,13.11
2024-01-01,Formal Wear,Suits,35,74.09
2024-05-12,Casual Wear,Hoodie,51,40.08
2023-09-01,Accessories,Scarves,30,46.09
2024-03-05,Accessories,Hat,56,92.67
2024-05-30,Casual Wear,Hoodie,86,21.35
2024-04-02,Casual Wear,T-Shirts,42,144.14
2024-03-20,Accessories,Scarves,19,54.68
2023-09-01,Formal Wear,Suits,54,103.2
2024-02-29,Formal Wear,Trousers,21,74.33
2024-02-07,Formal Wear,Trousers,80,91.51
2023-07-01,Casual Wear,Jeans,68,63.56
2023-09-12,Accessories,Scarves,89,174.18
2023-07-21,Formal Wear,Trousers,61,21.99
2024-02-10,Formal Wear,Dress Shirts,54,56.76
2023-09-21,Formal Wear,Trousers,30,182.93
2024-05-13,Formal Wear,Trousers,61,159.49
2024-03-03,Accessories,Scarves,74,160.83
2023-08-08,Accessories,Hats,17,193.44
2024-03-02,Accessories,Hats,91,122.64
2024-04-23,Casual Wear,Jeans,63,117.03
2023-07-30,Casual Wear,Shorts,66,177.34
2023-10-02,Formal Wear,Suits,80,71.11
2024-01-16,Accessories,Hat,60,124.49
2024-05-23,Accessories,Scarves,9,95.4
2024-06-01,Casual Wear,Shorts,92,37.19
2023-07-19,Casual Wear,Hoodie,32,52.43
2023-08-28,Casual Wear,Shorts,46,166.72
2024-06-04,Formal Wear,Trousers,19,158.9
2023-09-24,Formal Wear,Dress Shirts,41,124.91
2023-09-13,Accessories,Hats,83,45.76
2023-07-19,Accessories,Bags,38,149.35
2024-04-23,Accessories,Hats,68,161.78
2023-08-29,Formal Wear,Suits,49,90.37
2024-05-14,Casual Wear,Shorts,34,48.81
2024-03-17,Formal Wear,Suits,4,133.81
2024-04-19,Formal Wear,Suits,48,98.34
2024-04-20,Casual Wear,Hoodie,81,82.58
2023-08-04,Casual Wear,Hoodie,98,69.68
2023-08-09,Formal Wear,Dress Shirts,36,47.58
2024-05-24,Accessories,Hat,37,40.95
2023-10-23,Casual Wear,Shorts,3,33.54
2023-07-28,Formal Wear,Trousers,62,80.08
2024-02-14,Formal Wear,Trousers,49,114.52
2024-05-02,Accessories,Hat,83,71.54
2024-04-11,Casual Wear,Shorts,79,168.85
2024-03-13,Casual Wear,Shorts,42,117.47
2024-01-19,Accessories,Bags,66,20.61
2024-03-10,Accessories,Hats,64,22.14
2024-05-08,Casual Wear,Jeans,20,29.43
2023-11-03,Casual Wear,Jeans,12,153.39
2023-12-20,Formal Wear,Dress Shirts,11,88.4
2024-04-26,Casual Wear,Hoodie,52,113.57
2023-07-10,Accessories,Hat,83,160.05
2023-10-15,Accessories,Hats,71,166.34
2023-11-16,Casual Wear,Hoodie,21,31.9
2023-08-06,Formal Wear,Suits,31,20.74
2023-10-07,Accessories,Bags,7,132.15
2024-02-19,Accessories,Hats,62,18.06
2023-11-01,Casual Wear,Jeans,20,191.34
2024-03-26,Casual Wear,Shorts,42,83.63
2024-01-19,Accessories,Hat,3,106.95
2023-07-01,Formal Wear,Dress Shirts,4,137.23
2023-10-12,Accessories,Hat,71,22.91
2024-03-14,Casual Wear,T-Shirts,27,53.61
2024-05-21,Formal Wear,Suits,45,143.35
2023-10-16,Accessories,Scarves,66,180.73
2024-04-11,Casual Wear,Hoodie,28,38.93
2024-04-06,Casual Wear,Shorts,35,115.69
2024-01-24,Accessories,Hat,21,168.62
2024-05-31,Accessories,Scarves,43,47.2
2024-02-29,Formal Wear,Dress Shirts,16,133.59
2024-06-07,Formal Wear,Suits,58,124.64
2023-12-09,Accessories,Hat,27,45.12
2024-03-30,Casual Wear,Hoodie,14,151.13
2024-02-04,Casual Wear,Jeans,98,118.34
2024-01-04,Accessories,Scarves,89,138.1
2023-06-20,Accessories,Scarves,47,98.12
2024-02-10,Accessories,Hats,73,179.14
2024-05-04,Formal Wear,Suits,66,14.52
2024-02-26,Casual Wear,Jeans,24,173.47
2023-06-22,Casual Wear,Hoodie,93,83.83
2023-09-15,Formal Wear,Dress Shirts,51,124.34
2023-12-27,Casual Wear,Hoodie,62,116.56
2023-11-10,Formal Wear,Trousers,32,24.76
2023-07-22,Casual Wear,T-Shirts,4,127.66
2024-03-04,Casual Wear,Shorts,1,67.65
2023-06-16,Formal Wear,Trousers,73,192.63
2023-11-24,Casual Wear,T-Shirts,48,50.91
2023-12-28,Casual Wear,Hoodie,95,176.52
2024-06-05,Casual Wear,Shorts,54,134.19
2024-01-05,Formal Wear,Suits,16,67.39
2024-02-04,Formal Wear,Dress Shirts,27,32.86
2023-11-04,Accessories,Bags,61,43.17
2024-03-31,Casual Wear,T-Shirts,93,54.61
2024-04-01,Accessories,Scarves,35,14.29
2024-01-13,Accessories,Hat,9,148.97
2024-02-10,Casual Wear,Jeans,9,85.53
2023-08-05,Formal Wear,Suits,5,104.51
2023-10-05,Formal Wear,Dress Shirts,23,194.85
2024-03-24,Accessories,Bags,85,21.97
2024-01-29,Formal Wear,Trousers,37,146.59
2024-03-07,Casual Wear,Shorts,4,137.54
2023-06-28,Casual Wear,Jeans,89,95.12
2023-08-11,Casual Wear,T-Shirts,73,168.72
2023-08-17,Formal Wear,Trousers,90,102.82
2023-12-27,Casual Wear,T-Shirts,37,79.17
2024-04-16,Accessories,Scarves,59,165.94
2024-04-20,Accessories,Hats,48,135.13
2024-02-20,Formal Wear,Trousers,71,112.75
2024-04-03,Formal Wear,Trousers,82,75.89
2023-12-15,Casual Wear,Hoodie,48,98.82
2023-10-27,Formal Wear,Dress Shirts,19,164.7
2024-05-15,Formal Wear,Trousers,70,87.49
2024-03-03,Formal Wear,Suits,78,58.11
2024-04-17,Casual Wear,Shorts,46,132.64
2023-07-28,Formal Wear,Trousers,88,41.21
2024-04-02,Casual Wear,Shorts,65,184.48
2024-01-20,Accessories,Hats,77,74.91
2024-05-24,Accessories,Hats,74,36.51
2024-02-29,Casual Wear,Hoodie,11,166.45
2023-07-18,Casual Wear,T-Shirts,67,29.72
2023-11-25,Casual Wear,Shorts,71,136.28
2023-11-09,Casual Wear,Jeans,88,144.85
2024-05-15,Formal Wear,Dress Shirts,15,71.84
2023-08-03,Formal Wear,Trousers,51,109.39
2024-01-02,Formal Wear,Suits,74,76.72
2023-09-02,Formal Wear,Trousers,97,197.71
2024-03-13,Casual Wear,Hoodie,20,168.53
2024-02-25,Casual Wear,T-Shirts,65,161.99
2023-09-27,Formal Wear,Suits,10,142.04
2024-06-07,Formal Wear,Suits,97,87.16
2024-03-04,Casual Wear,T-Shirts,25,14.47
2023-09-26,Casual Wear,Shorts,16,49.35
2023-11-25,Accessories,Bags,9,58.15
2024-02-06,Casual Wear,Hoodie,46,135.7
2023-11-18,Casual Wear,Shorts,44,83.67
2024-05-03,Casual Wear,Shorts,55,127.66
2024-06-13,Formal Wear,Trousers,79,122.73
2023-12-07,Accessories,Hat,5,105.0
2023-07-04,Formal Wear,Suits,33,143.12
2024-01-22,Formal Wear,Trousers,99,28.62
2023-12-03,Accessories,Scarves,88,103.16
2023-08-31,Casual Wear,Hoodie,5,192.93
2023-07-19,Casual Wear,Hoodie,33,113.31
2023-09-09,Casual Wear,Jeans,93,167.82
2023-11-16,Accessories,Bags,59,82.17
2023-11-09,Formal Wear,Suits,78,196.96
2024-06-03,Casual Wear,Shorts,40,115.0
2023-06-30,Accessories,Hat,28,126.61
2024-01-03,Casual Wear,T-Shirts,88,34.39
2024-05-08,Accessories,Bags,65,94.44
2023-09-17,Accessories,Hats,60,62.2
2024-01-27,Accessories,Hat,69,134.2
2023-12-01,Casual Wear,Shorts,75,32.36
2023-06-19,Accessories,Hat,23,181.43
2023-12-20,Formal Wear,Suits,6,65.15
2023-10-14,Formal Wear,Dress Shirts,15,140.49
2023-09-17,Casual Wear,Jeans,62,102.39
2024-02-12,Casual Wear,Hoodie,100,151.46
2023-08-26,Accessories,Hats,99,81.58
2023-09-26,Formal Wear,Suits,29,74.61
2024-04-28,Accessories,Hat,30,145.63
2023-12-03,Accessories,Bags,13,41.24
2024-03-07,Casual Wear,T-Shirts,57,104.27
2023-07-19,Accessories,Hat,3,144.6
2024-05-11,Accessories,Scarves,82,113.26
2023-09-04,Formal Wear,Dress Shirts,5,62.99
2023-09-18,Accessories,Hat,9,22.38
2024-03-03,Formal Wear,Trousers,46,100.18
2023-06-18,Accessories,Hats,18,32.99
2024-02-06,Casual Wear,T-Shirts,74,45.49
2024-02-08,Casual Wear,Hoodie,85,199.34
2024-05-27,Formal Wear,Trousers,34,100.8
2024-02-03,Accessories,Hats,75,88.52
2023-10-30,Accessories,Bags,30,48.46
2023-08-27,Formal Wear,Suits,96,143.28
2024-04-11,Casual Wear,Shorts,8,106.94
2023-07-30,Casual Wear,T-Shirts,68,136.52
2024-01-20,Accessories,Bags,39,177.27
2024-04-04,Casual Wear,Shorts,32,173.51
2024-01-29,Casual Wear,Jeans,85,100.2
2023-11-07,Formal Wear,Suits,13,42.76
2023-07-30,Accessories,Bags,19,136.75
2023-07-12,Accessories,Hats,98,22.92
2024-04-08,Accessories,Bags,73,41.3
2023-06-20,Accessories,Hat,81,78.73
2023-07-04,Casual Wear,Shorts,53,21.34
2023-11-07,Formal Wear,Suits,42,158.32
2023-08-04,Casual Wear,Jeans,86,148.03
2024-04-27,Formal Wear,Dress Shirts,58,125.22
2023-08-23,Casual Wear,Jeans,62,126.83
2024-02-14,Accessories,Hat,83,175.66
2024-01-03,Accessories,Hats,31,123.81
2023-11-22,Formal Wear,Dress Shirts,99,24.26
2024-04-28,Accessories,Bags,54,22.6
2024-02-28,Casual Wear,Jeans,99,131.87
2024-03-06,Formal Wear,Dress Shirts,51,63.36
2024-02-04,Accessories,Scarves,39,168.9
2024-06-05,Accessories,Scarves,40,172.52
2024-02-04,Formal Wear,Trousers,63,83.36
2024-01-25,Accessories,Hats,61,74.04
2023-06-28,Accessories,Hat,44,111.22
2024-04-23,Accessories,Bags,33,129.53
2024-01-09,Formal Wear,Dress Shirts,77,107.57
2024-03-28,Formal Wear,Dress Shirts,31,117.54
2024-05-02,Formal Wear,Dress Shirts,25,166.89
2023-12-31,Accessories,Hat,36,60.14
2023-07-08,Formal Wear,Trousers,85,45.79
2024-02-11,Accessories,Hats,99,140.78
2024-03-08,Casual Wear,Shorts,92,113.13
2023-11-26,Formal Wear,Suits,60,120.53
2024-01-30,Casual Wear,T-Shirts,93,147.32
2024-05-12,Formal Wear,Trousers,32,49.09
2024-01-10,Accessories,Scarves,24,178.58
2024-01-28,Formal Wear,Dress Shirts,32,84.41
2024-03-03,Accessories,Scarves,73,97.23
2023-09-30,Formal Wear,Suits,33,125.14
2023-07-21,Formal Wear,Suits,49,164.49
2024-01-14,Formal Wear,Suits,9,45.9
2023-07-31,Formal Wear,Dress Shirts,59,187.6
2023-07-21,Accessories,Scarves,66,117.82
2024-05-27,Casual Wear,Shorts,7,196.5
2024-05-26,Accessories,Hat,77,30.54
2023-10-23,Formal Wear,Dress Shirts,41,32.69
2024-01-24,Casual Wear,T-Shirts,47,154.42
2024-06-07,Casual Wear,T-Shirts,9,62.7
2023-06-24,Accessories,Scarves,17,158.94
2023-09-26,Accessories,Hat,27,17.59
2023-12-15,Accessories,Bags,2,31.17
2024-01-17,Accessories,Scarves,37,91.66
2024-03-09,Casual Wear,Jeans,80,124.7
2023-12-06,Formal Wear,Trousers,46,169.75
2024-04-29,Casual Wear,T-Shirts,71,120.98
2023-10-15,Casual Wear,Jeans,50,48.6
2024-05-02,Accessories,Bags,21,27.32
2024-03-29,Accessories,Scarves,63,33.67
2024-01-29,Casual Wear,Hoodie,29,55.98
2023-08-14,Accessories,Hats,23,184.35
2023-09-29,Formal Wear,Suits,1,55.37
2024-05-02,Formal Wear,Dress Shirts,75,173.57
2023-10-02,Formal Wear,Dress Shirts,28,54.11
2023-11-07,Casual Wear,Hoodie,92,94.39
2023-12-15,Casual Wear,Hoodie,79,152.63
2024-06-12,Casual Wear,Shorts,27,177.54
2023-12-16,Formal Wear,Dress Shirts,68,75.03
2024-01-23,Casual Wear,Hoodie,65,126.97
2024-06-12,Formal Wear,Trousers,27,80.86
2024-05-07,Accessories,Bags,77,169.02
2023-08-14,Accessories,Hat,22,159.73
2024-03-03,Casual Wear,Jeans,41,77.12
2024-02-25,Formal Wear,Suits,92,65.23
2023-07-21,Casual Wear,Hoodie,77,176.77
2023-12-01,Casual Wear,Jeans,83,142.54
2023-11-24,Formal Wear,Trousers,3,83.89
2023-12-09,Formal Wear,Dress Shirts,49,13.89
2024-02-03,Formal Wear,Trousers,58,182.75
2023-10-03,Casual Wear,Hoodie,33,76.16
2023-09-25,Formal Wear,Dress Shirts,34,100.92
2024-03-24,Casual Wear,Jeans,75,132.55
2023-10-01,Accessories,Hats,5,196.04
2024-05-22,Formal Wear,Suits,98,53.43
2024-05-13,Accessories,Hats,12,126.94
2023-08-26,Accessories,Bags,33,25.06
2024-02-03,Formal Wear,Dress Shirts,20,65.7
2024-04-11,Formal Wear,Dress Shirts,24,53.53
2023-08-14,Formal Wear,Suits,67,22.69
2023-07-24,Casual Wear,T-Shirts,74,134.38
2024-05-06,Accessories,Hats,37,114.11
2024-03-07,Formal Wear,Suits,31,13.26
2023-09-18,Casual Wear,T-Shirts,9,156.84
2023-09-14,Formal Wear,Suits,69,33.59
2023-11-26,Formal Wear,Trousers,98,80.1
2023-11-23,Casual Wear,Jeans,69,187.11
2024-04-16,Casual Wear,T-Shirts,42,172.53
2023-09-24,Formal Wear,Trousers,3,105.17
2024-05-15,Casual Wear,Hoodie,18,41.73
2024-01-22,Formal Wear,Suits,17,55.97
2023-09-09,Accessories,Scarves,74,158.8
2023-09-15,Formal Wear,Suits,59,43.28
2024-05-27,Casual Wear,Jeans,21,131.63
2023-12-23,Casual Wear,T-Shirts,49,35.82
2024-06-11,Formal Wear,Dress Shirts,68,161.78
2024-04-11,Accessories,Hat,71,112.88
2024-04-16,Formal Wear,Trousers,60,192.8
2024-06-04,Accessories,Scarves,78,119.72
2024-05-19,Accessories,Hat,97,57.77
2023-11-15,Formal Wear,Suits,65,173.01
2024-02-20,Casual Wear,T-Shirts,27,23.95
2023-09-27,Formal Wear,Dress Shirts,15,124.84
2023-09-07,Formal Wear,Dress Shirts,49,66.91
2023-07-28,Casual Wear,Shorts,63,47.75
2023-08-12,Casual Wear,Jeans,56,157.26
2024-06-07,Casual Wear,Hoodie,76,160.2
2023-12-26,Accessories,Hats,84,160.81
2023-12-05,Formal Wear,Suits,19,13.11
2023-10-19,Casual Wear,Hoodie,33,102.49
2024-06-09,Formal Wear,Trousers,60,80.6
2023-07-01,Casual Wear,Hoodie,17,89.0
2023-10-16,Casual Wear,Jeans,19,180.44
2024-06-12,Casual Wear,Shorts,48,20.09
2024-02-22,Formal Wear,Dress Shirts,84,175.7
2024-05-18,Casual Wear,Shorts,46,166.01
2024-03-28,Accessories,Hat,6,187.46
2024-02-27,Formal Wear,Suits,46,72.98
2023-12-10,Formal Wear,Trousers,22,12.1
2024-02-09,Casual Wear,Jeans,96,145.11
2023-09-17,Formal Wear,Suits,4,106.81
2024-03-14,Accessories,Scarves,4,95.19
2023-07-24,Formal Wear,Trousers,59,75.92
2024-01-17,Formal Wear,Dress Shirts,48,19.67
2024-02-19,Accessories,Bags,57,154.11
2024-01-17,Formal Wear,Trousers,5,136.6
2024-01-15,Accessories,Bags,20,187.26
2024-02-10,Formal Wear,Dress Shirts,85,145.71
2023-07-23,Accessories,Scarves,19,37.02
2024-01-13,Casual Wear,T-Shirts,79,82.94
2023-09-16,Formal Wear,Suits,6,18.36
2023-10-27,Casual Wear,Jeans,25,89.49
2024-02-26,Casual Wear,Hoodie,20,91.11
2024-06-02,Accessories,Scarves,27,10.11
2024-03-17,Casual Wear,Jeans,5,60.45
2024-06-10,Formal Wear,Suits,29,98.98
2024-04-07,Casual Wear,Hoodie,15,25.19
2024-01-16,Formal Wear,Dress Shirts,79,148.31
2024-04-25,Formal Wear,Dress Shirts,34,119.64
2023-12-03,Accessories,Scarves,81,136.34
2023-08-17,Accessories,Hats,86,139.57
